carname,price,milage,hubraum,fuel_type,transmission,num_seats,num_doors,emission_class,car_type,num_owners,Model,power_ps,age
Mercedes-Benz C 200 T d Navi LED ILS Ahk Park-Assist,14980.0,218000.0,2.143,Diesel,Schaltgetriebe,3,4/5,Euro6,van,2,C-Klasse,163.0,3.6633333333332607
Mercedes-Benz Mercedes-bez A180 d Led/NAVI/Kamera,13950.0,218000.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,2,A-Klasse,136.0,4.66333333333326
Mercedes-Benz GLC 220 d 4Matic/AHK/Automatik/Scheckheft/,12498.0,217000.0,1.598,Diesel,Schaltgetriebe,5,4/5,Euro6,kombi,1,GLC,136.0,4.579999999999927
Mercedes-Benz C 220 C 220 d T AVANTGARDE/NAVI-LEDER-eSD,20950.0,217000.0,1.95,Diesel,Automatik,5,4/5,Euro6,kombi,1,C-Klasse,194.0,3.5799999999999272
Mercedes-Benz Vito Mixto 116 CDI extralang/Klima/LED/Navi*Temp,20489.0,216994.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,Vito,177.0,3.9133333333332607
Mercedes-Benz Vito 116 CDI Extralang LED/Navi/Rückfahrkamera,20900.0,216682.0,2.143,Diesel,Schaltgetriebe,8,4/5,Euro6,van,1,Vito,163.0,4.329999999999927
"Mercedes-Benz GLC 250 d 4Matic Coupe,Xenon,Leder,Navi,Kamera.",20900.0,216682.0,2.143,Diesel,Schaltgetriebe,8,4/5,Euro6,van,1,GLC,163.0,4.329999999999927
"Mercedes-Benz Sprinter 316 9-Sitzer LED,KLIMA,AUTOMATIK",23990.0,216651.0,2.143,Diesel,Automatik,4,2/3,Euro6,sport,1,Sprinter,170.0,4.496666666666594
Mercedes-Benz C 220d T Avantgarde 9G-tronic|LED-Sch.|Navi|PDC+,14999.0,214000.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,C-Klasse,170.0,3.9133333333332607
Mercedes-Benz C 250 d T 9G-TRONIC AMG Line Burm/pano/Sthz,18590.0,213700.0,2.143,Diesel,Automatik,2,4/5,Euro6,van,1,C-Klasse,163.0,4.246666666666594
Mercedes-Benz S 400 d 4M L *AMG*3D*Distronic*MagicSky*Exklusiv,12980.0,212630.0,2.143,Diesel,Schaltgetriebe,5,4/5,Euro6,kombi,1,S-Klasse,170.0,4.16333333333326
Mercedes-Benz E 43 AMG 4Matic T-Model /Leder/el. Schiebe-Dach/,17990.0,212194.0,1.461,Diesel,Automatik,5,4/5,Euro6,kombi,1,E-Klasse,109.0,3.5799999999999272
Mercedes-Benz Vito Kasten 114 CDI RWD kompakt,20480.0,212000.0,2.143,Diesel,Schaltgetriebe,2,4/5,Euro6,van,1,Vito,163.0,3.4133333333332607
"Mercedes-Benz Sprinter 314 CDI Mixto, Klima,5-Si,Standhzg,PDC",23800.0,212000.0,2.143,Diesel,Schaltgetriebe,8,4/5,Euro6,van,2,Sprinter,163.0,3.7466666666665938
Mercedes-Benz V 250d lang Rückkamera 7-Sitze StartStop TOP !!,15980.0,212000.0,1.598,Diesel,Schaltgetriebe,5,4/5,Euro6,kombi,1,V-Klasse,136.0,4.496666666666594
Mercedes-Benz Vito Mixto 119 CDI/BT lang/Klima/,14590.0,210957.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,Vito,136.0,4.41333333333326
Mercedes-Benz E -Klasse T E 220 d NAVI,25500.0,209000.0,2.143,Diesel,Automatik,5,4/5,Euro6,suv,1,E-Klasse,170.0,3.9133333333332607
Mercedes-Benz 250 CDI/BT/d AVANTG./EDITION 4/Voll./Carbon/AMG,17900.0,209000.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,OTHER,170.0,4.746666666666594
Mercedes-Benz A 200 d Urban Kamera Ahk Tempomat Shz,23990.0,209000.0,2.143,Diesel,Schaltgetriebe,5,4/5,Euro6,van,1,A-Klasse,163.0,3.2466666666665938
"Mercedes-Benz C 250 C 250 d 4MATIC AMG Line Autom,Panorama",17890.0,208423.0,2.143,Diesel,Automatik,3,4/5,Euro6,andere,1,C-Klasse,163.0,3.5799999999999272
Mercedes-Benz Mercedes E220 Diesel,20900.0,208000.0,1.991,Benzin,Automatik,5,4/5,Euro6,kombi,1,E-Klasse,211.0,4.329999999999927
Mercedes-Benz GLC 220 d 4Matic *LED*LEDER*STANDHZG*KAMERA*AHK,14990.0,208000.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,GLC,170.0,4.579999999999927
"Mercedes-Benz E -Klasse E 350 T d,4Matic,AMG-Paket,LED,VOLL,TO",24950.0,205527.0,2.143,Diesel,Automatik,2,4/5,Euro6,van,1,E-Klasse,163.0,3.3299999999999272
Mercedes-Benz E 220 d*AMG*LED*KAMERA*SPUR*HUD,34990.0,205335.0,2.996,Benzin,Automatik,5,4/5,Euro6,kombi,1,E-Klasse,401.0,4.329999999999927
Mercedes-Benz C -Klasse T-Modell C 200.Auto/Navi/LED/ACC,17255.0,205111.0,2.143,Diesel,Schaltgetriebe,5,2/3,Euro6,van,1,C-Klasse,136.0,3.3299999999999272
Mercedes-Benz E 200 AMG Panorama Burmester Memory,21956.0,205000.0,2.143,Diesel,Schaltgetriebe,5,4/5,Euro6,van,1,E-Klasse,143.0,4.496666666666594
Mercedes-Benz C 220 d T Avantgarde LED Navi PDC 9G Leder,16999.0,205000.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,2,C-Klasse,170.0,3.1633333333332607
Mercedes-Benz C -Klasse BlueTEC / d T AMG LINE LEDER LED NAVI,21900.0,204000.0,2.143,Diesel,Automatik,5,4/5,Euro6,van,1,C-Klasse,190.0,3.7466666666665938
Mercedes-Benz C -Klasse T-Modell C 180 BlueTEC / d T,39990.0,203859.0,2.987,Diesel,Automatik,5,4/5,Euro6,limousine,1,C-Klasse,258.0,4.496666666666594
Mercedes-Benz Sprinter III Kasten 314 CDI Maxi/Klima/MBUX/Kame,35990.0,203416.0,2.925,Diesel,Automatik,5,4/5,Euro6,kombi,1,Sprinter,340.0,2.7466666666665938
Mercedes-Benz Vito 116 CDI (Blue) Tourer 4MATIC Extralang Aut,14999.0,203200.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,Vito,136.0,3.7466666666665938
Mercedes-Benz Vito 116 CDI Extralang Aut. TÜV Neu,19900.0,202999.0,1.95,Diesel,Automatik,5,4/5,Euro6d,kombi,2,Vito,194.0,4.66333333333326
Mercedes-Benz GLA 180 CDI Facelift/Navi/12500netto,46990.0,202500.0,2.143,Diesel,Automatik,7,4/5,Euro6,van,1,GLA,190.0,4.41333333333326
Mercedes-Benz E -Klasse Lim. E 220 d,12990.0,201968.0,2.143,Diesel,Schaltgetriebe,5,4/5,Euro6,limousine,1,E-Klasse,136.0,4.579999999999927
Mercedes-Benz CLS 500 AMG Shooting Brake 4MATIC- Sehr gepflegt,37490.0,201152.0,1.991,Hybrid,Automatik,5,4/5,Euro6,sport,1,CL,211.0,3.8299999999999272
Mercedes-Benz Mercedes Benz E220CDI,15980.0,200300.0,1.598,Diesel,Schaltgetriebe,5,4/5,Euro6,limousine,1,E-Klasse,116.0,4.246666666666594
Mercedes-Benz GLE 350 d4Matic*AIRMATIC*COMAND*LED*STAN*AHK*KAM,27700.0,200000.0,2.143,Diesel,Automatik,5,4/5,Euro6,suv,1,GLE,170.0,3.6633333333332607
Mercedes-Benz GLC 220 d 4Matic AMG Line-Pano-LED-Comand-Kamera,27750.0,200000.0,2.987,Diesel,Automatik,5,4/5,Euro6,kombi,1,GLC,258.0,3.6633333333332607
Mercedes-Benz E 220 d AVANTGARDE 9G-TRONIC,24950.0,200000.0,1.95,Diesel,Automatik,5,4/5,Euro6,limousine,1,E-Klasse,194.0,4.246666666666594
"Mercedes-Benz GLC Coupe 350d 4M AMG/PANO/TRITTBR./ILS/20""/KAM",21900.0,200000.0,1.95,Diesel,Automatik,5,4/5,Euro6d,kombi,1,GLC,150.0,2.9133333333332607
"Mercedes-Benz CLS 350 d 4Matic,AMG,Distronic,LED,360°K,1Hand",28790.0,200000.0,2.987,Diesel,Automatik,5,4/5,Euro6,kombi,1,CL,258.0,3.5799999999999272
"Mercedes-Benz GLC 43 AMG 4M 9G 1HD/Panorama/Distronic/21""/TOP",23998.0,200000.0,1.95,Diesel,Automatik,5,4/5,Euro6,kombi,1,GLC,194.0,3.5799999999999272
Mercedes-Benz Sprinter 316 CDI AHK NAVI Cam.1.Hand WIE NEU,18900.0,199890.0,1.597,Diesel,Automatik,5,4/5,Euro6,kombi,1,Sprinter,160.0,2.1633333333332607
Mercedes-Benz E 63 S AMG 4Matic+ VOLL KERAMIK PANO BURMESTER,16895.0,199874.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,2,E-Klasse,170.0,4.66333333333326
Mercedes-Benz C 220 d T COMAND Head Up AHK LED R-Kamera Apple,26750.0,199600.0,2.143,Diesel,Automatik,5,4/5,Euro6,suv,1,C-Klasse,204.0,4.746666666666594
Mercedes-Benz Vito Tourer 111 CDI Edition kompakt Klima AHK 1H,18990.0,199499.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,Vito,170.0,4.579999999999927
Mercedes-Benz Mercedes Benz E350d *Umbau E63AMG *Foliert,12490.0,199420.0,1.598,Diesel,Schaltgetriebe,5,4/5,Euro6,kombi,1,E-Klasse,116.0,4.66333333333326
Mercedes-Benz C 200 d T Avantgarde /LEDiLS/Navigationssystem,22610.0,199000.0,2.143,Diesel,Schaltgetriebe,3,4/5,Euro6,van,1,C-Klasse,143.0,2.8299999999999272
Mercedes-Benz Sprinter 316CDI MOPF MIXTO 3.5t MAXI KLIMA 1HAND,14875.0,199000.0,1.461,Diesel,Schaltgetriebe,5,4/5,Euro6,suv,1,Sprinter,109.0,4.246666666666594
Mercedes-Benz SPRINTER 316CDI 4x4*UNTERSETZUNG*KAMERA*STHZ*EU6,28950.0,198600.0,4.663,Benzin,Automatik,5,4/5,Euro6,kombi,2,Sprinter,408.0,4.66333333333326
Mercedes-Benz S 500 Coupe 4M AMG NACHTSICHT*360°KAM*BURMESTER,19500.0,198290.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,S-Klasse,170.0,4.246666666666594
Mercedes-Benz B 220 CDI AMG LINE LEDER NAVI ACC AHK XENON,34990.0,198026.0,2.987,Diesel,Automatik,5,4/5,Euro6,suv,1,B-Klasse,258.0,4.246666666666594
Mercedes-Benz E 220 d Avantgarde*Comand*LED*Business,31890.0,198000.0,2.143,Diesel,Automatik,5,4/5,Euro6,suv,1,E-Klasse,170.0,3.6633333333332607
Mercedes-Benz C 220 d 4M Navi LED ILS StHzg Keyless-Go,13950.0,198000.0,2.143,Diesel,Automatik,5,4/5,Euro6,van,1,C-Klasse,136.0,3.4133333333332607
Mercedes-Benz CLA 220 Shooting Brake CDI#AMG-Line#Key-Go#1Han,25950.0,198000.0,2.143,Diesel,Automatik,2,4/5,Euro6,van,1,CLA,163.0,3.3299999999999272
Mercedes-Benz E 350/Avantgarde /Pano/ Leder/ Kamera/ Ambiente/,29490.0,197600.0,2.987,Diesel,Automatik,5,4/5,Euro6,kombi,1,E-Klasse,258.0,4.329999999999927
Mercedes-Benz Vito 114 CDI Pro extralang*Kamera*8-Sitz* Kamera,37900.0,197500.0,2.996,Benzin,Automatik,5,4/5,Euro6c,suv,1,Vito,367.0,3.6633333333332607
Mercedes-Benz CLA 200 Shooting Brake EU6 * AMG Line*,19950.0,197500.0,2.143,Diesel,Schaltgetriebe,3,4/5,Euro6,andere,1,CLA,163.0,3.8299999999999272
Mercedes-Benz GLA 220 d DCT AMG Line Exklusiv Night Paket,26800.0,197300.0,2.143,Diesel,Automatik,5,4/5,Euro6,andere,1,GLA,204.0,4.16333333333326
Mercedes-Benz CLA 200d CDI Shooting Brake*NightPaket*EURO6*,64990.0,197000.0,3.982,Benzin,Automatik,5,4/5,Euro6,limousine,1,CLA,612.0,3.4133333333332607
Mercedes-Benz E 220 d*LED*DAB+*COMAND*Rückfahrkam.*1. Hand,19999.0,196938.0,1.95,Diesel,Automatik,5,4/5,Euro6d,kombi,1,E-Klasse,194.0,3.1633333333332607
Mercedes-Benz Mercedes Vito Tourer 9 sitze,15990.0,196770.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,Vito,136.0,3.0799999999999272
Mercedes-Benz C 220 T BTEC/d Avantgarde 9G-tr./LEDER/NAVI/LED,16300.0,195379.0,1.598,Diesel,Schaltgetriebe,5,4/5,Euro6,kombi,1,C-Klasse,136.0,3.5799999999999272
Mercedes-Benz E -Klasse 220 d T Assistent Paket 9G Garantie,25320.0,195000.0,2.143,Diesel,Schaltgetriebe,4,4/5,Euro6,van,1,E-Klasse,163.0,3.4966666666665938
Mercedes-Benz C 200 (BlueTEC) d T AMG Line,16100.0,195000.0,1.595,Benzin,Automatik,5,4/5,Euro6,kombi,1,C-Klasse,156.0,4.746666666666594
Mercedes-Benz V 250d Extra Lang Avant. Leder Kam. 8Sitze,39990.0,195000.0,2.143,Diesel,Schaltgetriebe,2,4/5,Euro6,van,1,V-Klasse,163.0,4.16333333333326
Mercedes-Benz EQA 250 *AMG*Pano*360°*Keyless*LED*Totwinkel*,19780.0,194427.0,2.143,Diesel,Automatik,5,4/5,Euro6,limousine,1,OTHER,170.0,4.329999999999927
Mercedes-Benz Mercedes Benz 4Matic 220D AMG Line,19990.0,194200.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,OTHER,177.0,4.66333333333326
Mercedes-Benz E 300 DE 4M T AVANTGARDE+PANO-SHD+NAV+AHK+KAMERA,19999.0,194000.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,E-Klasse,170.0,3.3299999999999272
Mercedes-Benz SLC180 Roadster Navi Sitzh Leder PDC Kamera PANO,19999.0,193355.0,2.143,Diesel,Schaltgetriebe,8,4/5,Euro6,kombi,1,C-Klasse,136.0,2.9966666666665938
Mercedes-Benz Mercedes CLA 45 AMG,20900.0,193213.0,2.143,Diesel,Automatik,5,4/5,Euro6,suv,1,CLA,177.0,4.16333333333326
Mercedes-Benz A 200 AMG Line Navi-Premium Sitzheizung Kamera,17980.0,193060.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,A-Klasse,136.0,4.579999999999927
Mercedes-Benz GLE 350 d 4M Panorama Multibeam AHK Distornic,19495.0,192871.0,1.95,Diesel,Automatik,5,4/5,Euro6c,kombi,1,GLE,194.0,4.496666666666594
Mercedes-Benz C 300 e Avantgarde Comand Multibeam Distronic,17690.0,192000.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,C-Klasse,170.0,4.329999999999927
Mercedes-Benz B 200 Progressive Night Navi LED Rückfahrkamera,17480.0,192000.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,B-Klasse,170.0,3.8299999999999272
Mercedes-Benz A 220 AMG Line Navi-Premium LED Kamera Distronic,38500.0,192000.0,2.987,Diesel,Automatik,5,4/5,Euro6,sport,1,A-Klasse,258.0,4.16333333333326
Mercedes-Benz A 180 AMG Line Navi LED Parkassistent Sitzheizg.,27500.0,192000.0,2.143,Diesel,Automatik,5,4/5,Euro6,suv,1,A-Klasse,170.0,4.66333333333326
Mercedes-Benz A 180 Progressive Navi Multibeam Parkassistent,17890.0,191992.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,A-Klasse,170.0,3.5799999999999272
Mercedes-Benz Mercedes Cla 180 AMG Nightpaket,9520.0,191100.0,1.461,Diesel,Schaltgetriebe,2,2/3,Euro6,van,1,CLA,90.0,2.1633333333332607
Mercedes-Benz C 220 d T 4MATIC 9G-tronic Business-Paket PLUS,22499.0,191000.0,2.143,Diesel,Schaltgetriebe,3,4/5,Euro6,van,1,C-Klasse,163.0,3.4133333333332607
Mercedes-Benz Vito 116 CDI Kasten lang Klima Kamera Holz 270°,20900.0,190400.0,1.95,Diesel,Automatik,5,4/5,Euro6,kombi,1,Vito,194.0,3.0799999999999272
"Mercedes-Benz Sprinter 316 CDI HRK L3H2 DURCHGANG,STANDHEIZUNG",35900.0,190000.0,2.143,Diesel,Automatik,8,4/5,Euro6,van,2,Sprinter,190.0,3.1633333333332607
"Mercedes-Benz E 220 d 4M EXCLUSIV NIGHT WIDESCREEN,KEYLESS,AHK",28990.0,49506.0,2.143,Diesel,Automatik,5,4/5,Euro6,limousine,1,E-Klasse,136.0,2.7466666666665938
Mercedes-Benz Mercedes Benz Limousine A200 AMG Line,28990.0,49506.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,A-Klasse,136.0,2.7466666666665938
Mercedes-Benz A180 AMG NIGHT PAKET AMBIENTE BELEUCHTUNG ...,28990.0,49506.0,2.143,Diesel,Automatik,5,4/5,Euro6,andere,1,A-Klasse,136.0,2.7466666666665938
"Mercedes-Benz C 180 Cabrio AMG SPORT DESIGNO AIRMATIC,HEADUP",25750.0,177421.0,1.95,Diesel,Automatik,5,4/5,Euro6,kombi,1,C-Klasse,194.0,4.079999999999927
"Mercedes-Benz A 250 AMG 18 ZOLL STANDHEIZUNG,KEYLESS,MULTIBEAM",63990.0,10468.0,1.95,Diesel,Automatik,7,4/5,Euro6,van,1,A-Klasse,163.0,0.996666666666594
Mercedes-Benz A 35 AMG 4M Limousine Night Panorama Aero-Paket,54890.0,5643.0,1.95,Hybrid,Automatik,5,4/5,Euro6d,kombi,2,A-Klasse,194.0,0.996666666666594
"Mercedes-Benz V 220 d Edition lang AMG 2xKlima MBUX AHK2,5t 9G",49900.0,8100.0,1.332,Benzin,Automatik,5,4/5,Euro6d,suv,1,V-Klasse,163.0,0.0799999999999272
Mercedes-Benz GLC 250 4Matic 9G-TRONIC,33900.0,94678.0,2.143,Diesel,Automatik,5,4/5,Euro6,suv,1,GLC,170.0,4.16333333333326
Mercedes-Benz C 180 Coupe 9G-TRONIC AMG Line,29590.0,9644.0,1.332,Benzin,Schaltgetriebe,5,4/5,Euro6d,limousine,1,C-Klasse,163.0,2.0799999999999272
Mercedes-Benz GLA 200 AMG-Line Night Fall Navi 19Z LED,53985.0,11528.0,1.991,Benzin,Automatik,5,4/5,Euro6d,suv,1,GLA,197.0,0.3299999999999272
Mercedes-Benz Mercedes Benz CLA250e Coupé AMG Line Editi...,40985.0,17663.0,1.991,Hybrid,Automatik,5,4/5,Euro6d,limousine,1,A-Klasse,211.0,0.8299999999999272
Mercedes-Benz Mercedes E200 Designo Diamantweiß Benziner,30885.0,7382.0,1.595,Benzin,Schaltgetriebe,5,4/5,Euro6d,limousine,1,E-Klasse,156.0,1.9133333333332607
Mercedes-Benz Mercedes-Benz C 220 T Modell | AMG-Line | ...,31685.0,7736.0,1.332,Benzin,Schaltgetriebe,5,4/5,Euro6d,limousine,1,C-Klasse,163.0,1.0799999999999272
Mercedes-Benz X 350d 4M*THE ROCK EDITION XXL 1 of 2 *WIDE BODY,34485.0,13858.0,1.991,Benzin,Automatik,5,4/5,Euro6d,limousine,1,OTHER,190.0,1.9966666666665935
Mercedes-Benz C 43*AMG*Night*Perf-Abgas*360*HighEnd*Keyle*Pano,29985.0,4887.0,1.332,Benzin,Schaltgetriebe,5,4/5,Euro6d,limousine,1,C-Klasse,136.0,1.0799999999999272
Mercedes-Benz CLA 180 Shooting Brake Automatik MB Garantie,28690.0,4481.0,1.332,Benzin,Schaltgetriebe,5,4/5,Euro6d,limousine,1,CLA,136.0,1.0799999999999272
Mercedes-Benz E Klasse 200,32990.0,57373.0,1.95,Diesel,Automatik,5,4/5,Euro6d,kombi,1,E-Klasse,194.0,2.3299999999999272
Mercedes-Benz Mercedes Benz C 400 Coupé 4M AMG Designo g...,32990.0,57373.0,1.95,Diesel,Automatik,5,4/5,Euro6d,kombi,1,C-Klasse,194.0,2.3299999999999272
Mercedes-Benz B 250 e AMG Line+PSD+LED+Night P+Rückfahrkamera,33980.0,11406.0,1.95,Diesel,Automatik,5,4/5,Euro6d,limousine,1,B-Klasse,150.0,1.6633333333332605
Mercedes-Benz Vito Kasten 109/110/111/114 CDI WORKER FWD kompa,23300.0,53052.0,2.143,Diesel,Schaltgetriebe,3,4/5,Euro6,van,1,Vito,163.0,2.3299999999999272
Mercedes-Benz GLC -Klasse Coupe GLC 250 d 4Matic *AMG Line*,23720.0,106000.0,2.143,Diesel,Schaltgetriebe,2,2/3,Euro6,van,1,GLC,163.0,4.579999999999927
Mercedes-Benz Mercedes a45 amg 430ps,52350.0,43000.0,2.987,Diesel,Automatik,5,4/5,Euro6d,suv,1,OTHER,258.0,2.6633333333332607
Mercedes-Benz E 200 4Matic 9G-TRONIC,40780.0,58743.0,1.95,Diesel,Automatik,5,4/5,Euro6,limousine,1,E-Klasse,194.0,3.6633333333332607
Mercedes-Benz EQA 300 4M AMG+NIGHT+LED+KAMERA+BUSINESS+DISTRON,49880.0,28900.0,1.497,Benzin,Automatik,4,2/3,Euro6d,cabrio,1,OTHER,156.0,1.6633333333332605
Mercedes-Benz GLE 350 d Coupe 4Matic AMG/Airmatic/Sitzbel/AHK,38880.0,23920.0,1.991,Benzin,Automatik,5,4/5,Euro6d,limousine,1,GLE,224.0,0.5799999999999272
Mercedes-Benz CLA 200 Shooting Brake Urban/Kamera/18z/LED/Navi,52890.0,12.0,1.95,Diesel,Automatik,7,4/5,Euro6d,van,1,CLA,163.0,0.8299999999999272
Mercedes-Benz CLC 200 mit Garantie!!!!!,36850.0,128513.0,2.987,Diesel,Automatik,5,4/5,Euro6,kombi,1,CLC,258.0,4.579999999999927
Mercedes-Benz GLC 250 4M AMG LINE NIGHT SHD STAND KAMERA AHK,58690.0,9000.0,1.991,Benzin,Automatik,5,4/5,Euro6d,limousine,10,GLC,306.0,0.0799999999999272
"Mercedes-Benz MERCEDES BENZ V-Klasse Kombilimousine, 360...",57540.0,5000.0,1.95,Diesel,Automatik,7,4/5,Euro6d,van,1,V-Klasse,163.0,0.0799999999999272
Mercedes-Benz C 180 Cabrio/AMG/ KEYLESSGO/NAVI//KAMERA/LED/SHZ,44980.0,7237.0,1.991,Hybrid,Automatik,5,4/5,Euro6d,limousine,1,C-Klasse,320.0,0.996666666666594
Mercedes-Benz V -Klasse V 250 CDI/AVANTGARD./EDITION Standheiz,54900.0,34200.0,2.996,Benzin,Automatik,5,4/5,Euro6d,limousine,1,V-Klasse,390.0,2.6633333333332607
Mercedes-Benz E 400 T 4matic AHK Standhzg. Widescreen,46880.0,8000.0,1.332,Hybrid,Automatik,5,4/5,Euro6d,kombi,1,E-Klasse,160.0,0.0799999999999272
Mercedes-Benz Mercedes C400 Coupe AMG Line echter Hinguc...,46880.0,8000.0,1.332,Hybrid,Automatik,5,4/5,Euro6d,van,1,OTHER,160.0,0.0799999999999272
Mercedes-Benz GLC 200 4M Exclusive Int. AHK Navi Spur+Totw LED,29785.0,77995.0,1.95,Diesel,Automatik,5,4/5,Euro6c,kombi,1,CL,194.0,3.4133333333332607
Mercedes-Benz E 220 d C AMG LINE BURMESTER MEM PANO WIDESCREEN,38900.0,12770.0,1.497,Benzin,Automatik,5,4/5,Euro6d,kombi,1,C-Klasse,156.0,0.7466666666665939
"Mercedes-Benz V250d lang AMG, Pano,Burmester,360,Junge Sterne",45950.0,10190.0,1.991,Benzin,Automatik,5,4/5,Euro6d,kombi,1,OTHER,211.0,0.996666666666594
Mercedes-Benz Mercedes Cla Garantie Standheizung Massage...,58900.0,14253.0,1.95,Diesel,Automatik,5,4/5,Euro6d,suv,2,CLA,194.0,0.5799999999999272
Mercedes-Benz GLC 220 d 4M AMG LINE*LED*PANO*VIRTUAL*KAMERA*20,31400.0,5333.0,1.332,Benzin,Automatik,5,4/5,Euro6d,limousine,1,GLC,136.0,1.1633333333332607
Mercedes-Benz E 350 d T 9G-TRONIC AMG Line,62880.0,10342.0,1.991,Hybrid,Automatik,5,4/5,Euro6,suv,1,E-Klasse,211.0,0.996666666666594
Mercedes-Benz E 300 AMG Night Pano Leder Fahrass WEBASTO Burm,49499.0,101742.0,2.143,Diesel,Automatik,7,4/5,Euro6,van,2,E-Klasse,190.0,3.5799999999999272
Mercedes-Benz GLC 250 d 4M Fahrassist.*360°*HUD*LED*AHK*Standh,49499.0,101742.0,2.143,Diesel,Automatik,7,4/5,Euro6,van,2,GLC,190.0,3.5799999999999272
Mercedes-Benz E 400 d 4M T All-Terrain Avantgarde*AirBody*Pano,25880.0,87566.0,2.143,Diesel,Schaltgetriebe,5,4/5,Euro6,kombi,1,E-Klasse,170.0,3.6633333333332607
Mercedes-Benz GLE 350 d 4M *AMG*Comand*Fahrassist.*Pano.-Dach*,28880.0,74706.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,GLE,204.0,3.3299999999999272
Mercedes-Benz A 180 AMG PEAK Edition Navi LED Sitzheizung PDC,40990.0,27872.0,1.95,Diesel,Automatik,5,4/5,Euro6d,sport,1,A-Klasse,150.0,1.6633333333332605
Mercedes-Benz AMG C 63 S AMG MATT 19+20 Zoll H&R SAGA Pano Bur,56990.0,19900.0,1.991,Benzin,Automatik,5,4/5,Euro6,suv,1,C-Klasse,197.0,0.0799999999999272
Mercedes-Benz AMG GT 53 4M+ SD+DISTRON+HUP+MBUX+MULTIBEAM+Kam,59900.0,19900.0,1.95,Diesel,Automatik,5,4/5,Euro6,limousine,1,GT,194.0,0.0799999999999272
Mercedes-Benz Mercedes Benz V220d Edition lang Garantie ...,25600.0,164699.0,2.143,Diesel,Schaltgetriebe,3,4/5,Euro6,van,1,OTHER,163.0,2.9133333333332607
Mercedes-Benz V 250 d lang Sportpak Distr+ ILS LED AHK Kamera,44900.0,7000.0,1.95,Diesel,Automatik,5,4/5,Euro6d,sport,1,V-Klasse,190.0,0.9133333333332606
Mercedes-Benz C 200 T AMG Line*Panoramadach*mit Garantie-Paket,51900.0,65000.0,2.996,Benzin,Automatik,5,4/5,Euro6,limousine,1,C-Klasse,401.0,3.3299999999999272
Mercedes-Benz GLE 300 d 4Matic AHK Sitzkli Assistentzp,47990.0,97200.0,1.95,Diesel,Automatik,5,4/5,Euro6,suv,1,GLE,194.0,1.9966666666665935
Mercedes-Benz GLE Coupe 350 d 4Matic AMG Paket Line,39840.0,55184.0,1.95,Diesel,Automatik,5,4/5,Euro6d,andere,1,GLE,194.0,2.8299999999999272
Mercedes-Benz S 63 AMG 4M+ Cp P. 360 HUD Sthzg,38840.0,45768.0,2.143,Diesel,Automatik,4,2/3,Euro6,cabrio,1,S-Klasse,170.0,4.246666666666594
Mercedes-Benz S 560 Cabrio AMG LINE SWAROVSKI KRISTALL LED,54999.0,4808.0,1.598,Diesel,Automatik,5,4/5,Euro6d,kombi,1,S-Klasse,160.0,0.4966666666665939
Mercedes-Benz Mercedes Benz C63 AMG,66500.0,11355.0,1.991,Benzin,Automatik,5,4/5,Euro6d,limousine,1,OTHER,258.0,0.996666666666594
Mercedes-Benz Mercedes V 250 d Avangard Edition,42849.0,60105.0,2.143,Diesel,Automatik,5,4/5,Euro6c,suv,1,V-Klasse,204.0,3.0799999999999272
Mercedes-Benz Mercedes-Benz,54849.0,46419.0,2.925,Diesel,Automatik,5,4/5,Euro6d,kombi,1,OTHER,340.0,1.5799999999999272
Mercedes-Benz CLA 250 Shooting Brake 4Matic AMG Line Pano Navi,49849.0,72820.0,2.996,Benzin,Automatik,5,4/5,Euro6d,suv,1,CLA,367.0,2.7466666666665938
"Mercedes-Benz E 220 Automatik, LED, Navi, RFK, AHK schwenkbar",28990.0,57397.0,1.95,Diesel,Automatik,5,4/5,Euro6,kombi,2,E-Klasse,194.0,4.41333333333326
Mercedes-Benz C 200d G-Tronic Plus*Avantgarde*LED*AHK,28990.0,57397.0,1.95,Diesel,Automatik,5,4/5,Euro6,kombi,2,C-Klasse,194.0,4.41333333333326
